model,split,seed,k,example_idx,ChemicalID,GeneID,DiseaseID,ChemicalName,GeneSymbol,target,prediction,correct,error_type,true_edge_position,n_edges
google/gemma-4-26B-A4B-it,GeneID,1,1,44,C042577,999,MESH:D018270,diallyl trisulfide,CDH1,"Carcinoma, Ductal, Breast","Carcinoma, Ductal, Breast",1,correct,1,2
google/gemma-4-26B-A4B-it,GeneID,1,1,45,C109984,6934,MESH:D003110,indium tin oxide,TCF7L2,Colonic Neoplasms,Colonic Neoplasms,1,correct,1,2
google/gemma-4-26B-A4B-it,GeneID,1,1,46,C003898,4055,MESH:D064420,2-anisidine,LTBR,Drug-Related Side Effects and Adverse Reactions,Drug-Related Side Effects and Adverse Reactions,1,correct,1,2
google/gemma-4-26B-A4B-it,GeneID,1,1,47,D019422,7253,MESH:D000310,Dietary Sucrose,TSHR,Adrenal Gland Neoplasms,No supported path.,0,false_abstention,0,2
google/gemma-4-26B-A4B-it,GeneID,1,1,48,D012439,5595,MESH:D005911,Saccharin,MAPK3,Gliosis,Gliosis,1,correct,0,2
google/gemma-4-26B-A4B-it,GeneID,1,1,49,C051800,5243,MESH:D015179,"3,4-methylenedioxyethamphetamine",ABCB1,Colorectal Neoplasms,No supported path.,0,false_abstention,0,2
google/gemma-4-26B-A4B-it,GeneID,1,3,0,C012313,50632,MESH:D008569,ethyl-p-hydroxybenzoate,CALY,Memory Disorders,Memory Disorders,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,1,D015759,3458,MESH:D011833,Ionomycin,IFNG,"Radiation Injuries, Experimental","Radiation Injuries, Experimental",1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,2,C055328,3757,MESH:C563614,ginsenoside Rf,KCNH2,Long Qt Syndrome 2,Long Qt Syndrome 2,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,3,C506392,2056,MESH:D012513,2-hydroxyethidium,EPO,"Sarcoma, Experimental",Sarcoma,0,other_wrong_answer,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,4,C027118,1906,MESH:D005767,didecyldimethylammonium,EDN1,Gastrointestinal Diseases,Gastrointestinal Diseases,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,5,D013793,3763,OMIM:614098,Thallium,KCNJ6,KEPPEN-LUBINSKY SYNDROME,KEPPEN-LUBINSKY SYNDROME,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,6,C039281,1545,MESH:D011471,furan,CYP1B1,Prostatic Neoplasms,Prostatic Neoplasms,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,7,C012589,2920,MESH:D006973,trichostatin A,CXCL2,Hypertension,Hypertension,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,8,C025340,213,MESH:D009393,manganese chloride,ALB,Nephritis,Nephritis,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,9,D003024,10599,MESH:D064420,Clozapine,SLCO1B1,Drug-Related Side Effects and Adverse Reactions,No supported path.,0,false_abstention,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,10,C544261,1410,MESH:D019636,XAV939,CRYAB,Neurodegenerative Diseases,Neurodegenerative Diseases,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,11,C017947,9131,MESH:D003921,sodium arsenite,AIFM1,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,12,C016517,5243,MESH:D009369,indole-3-carbinol,ABCB1,Neoplasms,Neoplasms,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,13,C089595,1545,MESH:D008545,cylindrospermopsin,CYP1B1,Melanoma,Melanoma,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,14,D003300,7432,MESH:D004487,Copper,VIP,Edema,Edema,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,15,C081320,4878,MESH:D001022,8-(3-chlorostyryl)caffeine,NPPA,Aortic Valve Insufficiency,Aortic Valve Insufficiency,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,16,D014266,3630,MESH:D008107,Trientine,INS,Liver Diseases,Liver Diseases,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,17,D026023,7168,MESH:C567507,Permethrin,TPM1,"Cardiomyopathy, Dilated, 1y","Cardiomyopathy, Dilated, 1y",1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,18,C026486,3953,MESH:D001847,"1,2,5,6-dibenzanthracene",LEPR,Bone Diseases,No supported path.,0,false_abstention,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,19,D003633,64359,MESH:D002280,Dichlorodiphenyl Dichloroethylene,NXN,Basal Cell Carcinoma,Basal Cell Carcinoma,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,20,C094859,355,MESH:D009393,"2,2',3,3',4,6'-hexachlorobiphenyl",FAS,Nephritis,Nephritis,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,21,C064758,949,MESH:D005497,Ro 31-8220,SCARB1,Follicular Cyst,Follicular Cyst,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,22,D004317,3605,MESH:D056486,Doxorubicin,IL17A,Chemical and Drug Induced Liver Injury,Chemical and Drug Induced Liver Injury,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,23,D006830,5683,MESH:D010024,Hydralazine,PSMA2,Osteoporosis,No supported path.,0,false_abstention,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,24,D012172,213,MESH:D006529,Retinaldehyde,ALB,Hepatomegaly,Hepatomegaly,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,25,D011794,9131,MESH:D003921,Quercetin,AIFM1,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,26,D000068679,213,MESH:D002545,Emtricitabine,ALB,Brain Ischemia,Brain Ischemia,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,27,C459179,23043,MESH:D012871,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",TNIK,Skin Diseases,Skin Diseases,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,28,C017947,80216,MESH:D009400,sodium arsenite,ALPK1,Nephrosclerosis,Nephrosclerosis,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,29,D019813,4595,MESH:C563924,"1,2-Dimethylhydrazine",MUTYH,"Colorectal Adenomatous Polyposis, Autosomal Recessive","Colorectal Adenomatous Polyposis, Autosomal Recessive",1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,30,D017239,5595,MESH:D001651,Paclitaxel,MAPK3,"Cholestasis, Extrahepatic",No supported path.,0,false_abstention,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,31,C012313,4803,MESH:D020078,ethyl-p-hydroxybenzoate,NGF,Neurogenic Inflammation,Neurogenic Inflammation,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,32,C005108,4129,MESH:D010673,metanil yellow,MAOB,Pheochromocytoma,Pheochromocytoma,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,33,D000077267,5241,MESH:D012008,Fulvestrant,PGR,Recurrence,Recurrence,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,34,C025314,1080,MESH:C535984,ferric citrate,CFTR,Congenital bilateral aplasia of vas deferens,Congenital bilateral aplasia of vas deferens,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,35,C080163,7263,MESH:D011471,trovafloxacin,TST,Prostatic Neoplasms,Prostatic Neoplasms,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,36,C494474,1394,MESH:D001008,perchlorate,CRHR1,Anxiety Disorders,Anxiety Disorders,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,37,D001194,1440,MESH:D007970,Asbestos,CSF3,Leukopenia,Leukopenia,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,38,C009495,9562,MESH:C572845,titanium dioxide,MINPP1,"Thyroid cancer, follicular",follicular thyroid cancer,0,other_wrong_answer,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,39,D004280,3953,MESH:D006973,Dobutamine,LEPR,Hypertension,Hypertension,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,40,C093875,213,MESH:D008103,montelukast,ALB,Liver Cirrhosis,Liver Cirrhosis,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,41,D006418,3458,MESH:D006333,Heme,IFNG,Heart Failure,No supported path.,0,false_abstention,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,42,D005620,3458,MESH:D002446,Freund's Adjuvant,IFNG,Celiac Disease,Celiac Disease,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,43,C028904,1545,MESH:D009765,isoproturon,CYP1B1,Obesity,Obesity,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,3,44,C042577,999,MESH:D018270,diallyl trisulfide,CDH1,"Carcinoma, Ductal, Breast","Carcinoma, Ductal, Breast",1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,45,C109984,6934,MESH:D003110,indium tin oxide,TCF7L2,Colonic Neoplasms,Colonic Neoplasms,1,correct,2,4
google/gemma-4-26B-A4B-it,GeneID,1,3,46,C003898,4055,MESH:D064420,2-anisidine,LTBR,Drug-Related Side Effects and Adverse Reactions,No supported path.,0,false_abstention,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,47,D019422,7253,MESH:D000310,Dietary Sucrose,TSHR,Adrenal Gland Neoplasms,Adrenal Gland Neoplasms,1,correct,0,4
google/gemma-4-26B-A4B-it,GeneID,1,3,48,D012439,5595,MESH:D005911,Saccharin,MAPK3,Gliosis,Gliosis,1,correct,3,4
google/gemma-4-26B-A4B-it,GeneID,1,3,49,C051800,5243,MESH:D015179,"3,4-methylenedioxyethamphetamine",ABCB1,Colorectal Neoplasms,Colorectal Neoplasms,1,correct,1,4
google/gemma-4-26B-A4B-it,GeneID,1,5,0,C012313,50632,MESH:D008569,ethyl-p-hydroxybenzoate,CALY,Memory Disorders,Memory Disorders,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,1,D015759,3458,MESH:D011833,Ionomycin,IFNG,"Radiation Injuries, Experimental","Radiation Injuries, Experimental",1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,2,C055328,3757,MESH:C563614,ginsenoside Rf,KCNH2,Long Qt Syndrome 2,Long Qt Syndrome 2,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,3,C506392,2056,MESH:D012513,2-hydroxyethidium,EPO,"Sarcoma, Experimental","Sarcoma, Experimental",1,correct,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,4,C027118,1906,MESH:D005767,didecyldimethylammonium,EDN1,Gastrointestinal Diseases,Gastrointestinal Diseases,1,correct,0,6
google/gemma-4-26B-A4B-it,GeneID,1,5,5,D013793,3763,OMIM:614098,Thallium,KCNJ6,KEPPEN-LUBINSKY SYNDROME,KEPPEN-LUBINSKY SYNDROME,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,6,C039281,1545,MESH:D011471,furan,CYP1B1,Prostatic Neoplasms,Prostatic Neoplasms,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,7,C012589,2920,MESH:D006973,trichostatin A,CXCL2,Hypertension,Hypertension,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,8,C025340,213,MESH:D009393,manganese chloride,ALB,Nephritis,Nephritis,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,9,D003024,10599,MESH:D064420,Clozapine,SLCO1B1,Drug-Related Side Effects and Adverse Reactions,Drug-Related Side Effects and Adverse Reactions,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,10,C544261,1410,MESH:D019636,XAV939,CRYAB,Neurodegenerative Diseases,Neurodegenerative Diseases,1,correct,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,11,C017947,9131,MESH:D003921,sodium arsenite,AIFM1,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,12,C016517,5243,MESH:D009369,indole-3-carbinol,ABCB1,Neoplasms,Neoplasms,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,13,C089595,1545,MESH:D008545,cylindrospermopsin,CYP1B1,Melanoma,Melanoma,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,14,D003300,7432,MESH:D004487,Copper,VIP,Edema,Edema,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,15,C081320,4878,MESH:D001022,8-(3-chlorostyryl)caffeine,NPPA,Aortic Valve Insufficiency,Aortic Valve Insufficiency,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,16,D014266,3630,MESH:D008107,Trientine,INS,Liver Diseases,Liver Diseases,1,correct,0,6
google/gemma-4-26B-A4B-it,GeneID,1,5,17,D026023,7168,MESH:C567507,Permethrin,TPM1,"Cardiomyopathy, Dilated, 1y","Dilated Cardiomyopathy, 1y",0,other_wrong_answer,0,6
google/gemma-4-26B-A4B-it,GeneID,1,5,18,C026486,3953,MESH:D001847,"1,2,5,6-dibenzanthracene",LEPR,Bone Diseases,Bone Diseases,1,correct,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,19,D003633,64359,MESH:D002280,Dichlorodiphenyl Dichloroethylene,NXN,Basal Cell Carcinoma,Basal Cell Carcinoma,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,20,C094859,355,MESH:D009393,"2,2',3,3',4,6'-hexachlorobiphenyl",FAS,Nephritis,Nephritis,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,21,C064758,949,MESH:D005497,Ro 31-8220,SCARB1,Follicular Cyst,Follicular Cyst,1,correct,0,6
google/gemma-4-26B-A4B-it,GeneID,1,5,22,D004317,3605,MESH:D056486,Doxorubicin,IL17A,Chemical and Drug Induced Liver Injury,Chemical and Drug Induced Liver Injury,1,correct,0,6
google/gemma-4-26B-A4B-it,GeneID,1,5,23,D006830,5683,MESH:D010024,Hydralazine,PSMA2,Osteoporosis,Osteoporosis,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,24,D012172,213,MESH:D006529,Retinaldehyde,ALB,Hepatomegaly,Hepatomegaly,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,25,D011794,9131,MESH:D003921,Quercetin,AIFM1,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,26,D000068679,213,MESH:D002545,Emtricitabine,ALB,Brain Ischemia,Brain Ischemia,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,27,C459179,23043,MESH:D012871,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",TNIK,Skin Diseases,Skin Diseases,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,28,C017947,80216,MESH:D009400,sodium arsenite,ALPK1,Nephrosclerosis,Nephrosclerosis,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,29,D019813,4595,MESH:C563924,"1,2-Dimethylhydrazine",MUTYH,"Colorectal Adenomatous Polyposis, Autosomal Recessive","Colorectal Adenomatous Polyposis, Autosomal Recessive",1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,30,D017239,5595,MESH:D001651,Paclitaxel,MAPK3,"Cholestasis, Extrahepatic","Cholestasis, Extrahepatic",1,correct,1,6
google/gemma-4-26B-A4B-it,GeneID,1,5,31,C012313,4803,MESH:D020078,ethyl-p-hydroxybenzoate,NGF,Neurogenic Inflammation,Neurogenic Inflammation,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,32,C005108,4129,MESH:D010673,metanil yellow,MAOB,Pheochromocytoma,Pheochromocytoma,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,33,D000077267,5241,MESH:D012008,Fulvestrant,PGR,Recurrence,No supported path.,0,false_abstention,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,34,C025314,1080,MESH:C535984,ferric citrate,CFTR,Congenital bilateral aplasia of vas deferens,Congenital bilateral aplasia of vas deferens,1,correct,1,6
google/gemma-4-26B-A4B-it,GeneID,1,5,35,C080163,7263,MESH:D011471,trovafloxacin,TST,Prostatic Neoplasms,Prostatic Neoplasms,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,36,C494474,1394,MESH:D001008,perchlorate,CRHR1,Anxiety Disorders,Anxiety Disorders,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,37,D001194,1440,MESH:D007970,Asbestos,CSF3,Leukopenia,Leukopenia,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,38,C009495,9562,MESH:C572845,titanium dioxide,MINPP1,"Thyroid cancer, follicular",follicular thyroid cancer,0,other_wrong_answer,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,39,D004280,3953,MESH:D006973,Dobutamine,LEPR,Hypertension,Hypertension,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,40,C093875,213,MESH:D008103,montelukast,ALB,Liver Cirrhosis,Liver Cirrhosis,1,correct,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,41,D006418,3458,MESH:D006333,Heme,IFNG,Heart Failure,Heart Failure,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,42,D005620,3458,MESH:D002446,Freund's Adjuvant,IFNG,Celiac Disease,No supported path.,0,false_abstention,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,43,C028904,1545,MESH:D009765,isoproturon,CYP1B1,Obesity,Obesity,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,44,C042577,999,MESH:D018270,diallyl trisulfide,CDH1,"Carcinoma, Ductal, Breast","Carcinoma, Ductal, Breast",1,correct,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,45,C109984,6934,MESH:D003110,indium tin oxide,TCF7L2,Colonic Neoplasms,Colonic Neoplasms,1,correct,2,6
google/gemma-4-26B-A4B-it,GeneID,1,5,46,C003898,4055,MESH:D064420,2-anisidine,LTBR,Drug-Related Side Effects and Adverse Reactions,Drug-Related Side Effects and Adverse Reactions,1,correct,4,6
google/gemma-4-26B-A4B-it,GeneID,1,5,47,D019422,7253,MESH:D000310,Dietary Sucrose,TSHR,Adrenal Gland Neoplasms,No supported path.,0,false_abstention,3,6
google/gemma-4-26B-A4B-it,GeneID,1,5,48,D012439,5595,MESH:D005911,Saccharin,MAPK3,Gliosis,Gliosis,1,correct,5,6
google/gemma-4-26B-A4B-it,GeneID,1,5,49,C051800,5243,MESH:D015179,"3,4-methylenedioxyethamphetamine",ABCB1,Colorectal Neoplasms,Colorectal Neoplasms,1,correct,1,6
google/gemma-4-26B-A4B-it,GeneID,1,10,0,C012313,50632,MESH:D008569,ethyl-p-hydroxybenzoate,CALY,Memory Disorders,Memory Disorders,1,correct,1,11
google/gemma-4-26B-A4B-it,GeneID,1,10,1,D015759,3458,MESH:D011833,Ionomycin,IFNG,"Radiation Injuries, Experimental","Radiation Injuries, Experimental",1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,2,C055328,3757,MESH:C563614,ginsenoside Rf,KCNH2,Long Qt Syndrome 2,No supported path.,0,false_abstention,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,3,C506392,2056,MESH:D012513,2-hydroxyethidium,EPO,"Sarcoma, Experimental","Sarcoma, Experimental",1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,4,C027118,1906,MESH:D005767,didecyldimethylammonium,EDN1,Gastrointestinal Diseases,Gastrointestinal Diseases,1,correct,7,11
google/gemma-4-26B-A4B-it,GeneID,1,10,5,D013793,3763,OMIM:614098,Thallium,KCNJ6,KEPPEN-LUBINSKY SYNDROME,KEPPEN-LUBINSKY SYNDROME,1,correct,0,11
google/gemma-4-26B-A4B-it,GeneID,1,10,6,C039281,1545,MESH:D011471,furan,CYP1B1,Prostatic Neoplasms,Prostatic Neoplasms,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,7,C012589,2920,MESH:D006973,trichostatin A,CXCL2,Hypertension,Hypertension,1,correct,7,11
google/gemma-4-26B-A4B-it,GeneID,1,10,8,C025340,213,MESH:D009393,manganese chloride,ALB,Nephritis,No supported path.,0,false_abstention,9,11
google/gemma-4-26B-A4B-it,GeneID,1,10,9,D003024,10599,MESH:D064420,Clozapine,SLCO1B1,Drug-Related Side Effects and Adverse Reactions,No supported path.,0,false_abstention,3,11
google/gemma-4-26B-A4B-it,GeneID,1,10,10,C544261,1410,MESH:D019636,XAV939,CRYAB,Neurodegenerative Diseases,Neurodegenerative Diseases,1,correct,9,11
google/gemma-4-26B-A4B-it,GeneID,1,10,11,C017947,9131,MESH:D003921,sodium arsenite,AIFM1,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1,correct,3,11
google/gemma-4-26B-A4B-it,GeneID,1,10,12,C016517,5243,MESH:D009369,indole-3-carbinol,ABCB1,Neoplasms,Neoplasms,1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,13,C089595,1545,MESH:D008545,cylindrospermopsin,CYP1B1,Melanoma,Melanoma,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,14,D003300,7432,MESH:D004487,Copper,VIP,Edema,Edema,1,correct,0,11
google/gemma-4-26B-A4B-it,GeneID,1,10,15,C081320,4878,MESH:D001022,8-(3-chlorostyryl)caffeine,NPPA,Aortic Valve Insufficiency,Aortic Valve Insufficiency,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,16,D014266,3630,MESH:D008107,Trientine,INS,Liver Diseases,Liver Diseases,1,correct,0,11
google/gemma-4-26B-A4B-it,GeneID,1,10,17,D026023,7168,MESH:C567507,Permethrin,TPM1,"Cardiomyopathy, Dilated, 1y","Cardiomyopathy, Dilated, 1y",1,correct,9,11
google/gemma-4-26B-A4B-it,GeneID,1,10,18,C026486,3953,MESH:D001847,"1,2,5,6-dibenzanthracene",LEPR,Bone Diseases,Bone Diseases,1,correct,7,11
google/gemma-4-26B-A4B-it,GeneID,1,10,19,D003633,64359,MESH:D002280,Dichlorodiphenyl Dichloroethylene,NXN,Basal Cell Carcinoma,Basal Cell Carcinoma,1,correct,2,11
google/gemma-4-26B-A4B-it,GeneID,1,10,20,C094859,355,MESH:D009393,"2,2',3,3',4,6'-hexachlorobiphenyl",FAS,Nephritis,Nephritis,1,correct,1,11
google/gemma-4-26B-A4B-it,GeneID,1,10,21,C064758,949,MESH:D005497,Ro 31-8220,SCARB1,Follicular Cyst,Follicular Cyst,1,correct,3,11
google/gemma-4-26B-A4B-it,GeneID,1,10,22,D004317,3605,MESH:D056486,Doxorubicin,IL17A,Chemical and Drug Induced Liver Injury,Chemical and Drug Induced Liver Injury,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,23,D006830,5683,MESH:D010024,Hydralazine,PSMA2,Osteoporosis,No supported path.,0,false_abstention,0,11
google/gemma-4-26B-A4B-it,GeneID,1,10,24,D012172,213,MESH:D006529,Retinaldehyde,ALB,Hepatomegaly,Hepatomegaly,1,correct,0,11
google/gemma-4-26B-A4B-it,GeneID,1,10,25,D011794,9131,MESH:D003921,Quercetin,AIFM1,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1,correct,2,11
google/gemma-4-26B-A4B-it,GeneID,1,10,26,D000068679,213,MESH:D002545,Emtricitabine,ALB,Brain Ischemia,Brain Ischemia,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,27,C459179,23043,MESH:D012871,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",TNIK,Skin Diseases,Skin Diseases,1,correct,5,11
google/gemma-4-26B-A4B-it,GeneID,1,10,28,C017947,80216,MESH:D009400,sodium arsenite,ALPK1,Nephrosclerosis,Nephrosclerosis,1,correct,8,11
google/gemma-4-26B-A4B-it,GeneID,1,10,29,D019813,4595,MESH:C563924,"1,2-Dimethylhydrazine",MUTYH,"Colorectal Adenomatous Polyposis, Autosomal Recessive","Colorectal Adenomatous Polyposis, Autosomal Recessive",1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,30,D017239,5595,MESH:D001651,Paclitaxel,MAPK3,"Cholestasis, Extrahepatic","Cholestasis, Extrahepatic",1,correct,9,11
google/gemma-4-26B-A4B-it,GeneID,1,10,31,C012313,4803,MESH:D020078,ethyl-p-hydroxybenzoate,NGF,Neurogenic Inflammation,Neurogenic Inflammation,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,32,C005108,4129,MESH:D010673,metanil yellow,MAOB,Pheochromocytoma,Pheochromocytoma,1,correct,5,11
google/gemma-4-26B-A4B-it,GeneID,1,10,33,D000077267,5241,MESH:D012008,Fulvestrant,PGR,Recurrence,Recurrence,1,correct,2,11
google/gemma-4-26B-A4B-it,GeneID,1,10,34,C025314,1080,MESH:C535984,ferric citrate,CFTR,Congenital bilateral aplasia of vas deferens,Congenital bilateral aplasia of vas deferens,1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,35,C080163,7263,MESH:D011471,trovafloxacin,TST,Prostatic Neoplasms,Prostatic Neoplasms,1,correct,2,11
google/gemma-4-26B-A4B-it,GeneID,1,10,36,C494474,1394,MESH:D001008,perchlorate,CRHR1,Anxiety Disorders,Anxiety Disorders,1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,37,D001194,1440,MESH:D007970,Asbestos,CSF3,Leukopenia,Leukopenia,1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,38,C009495,9562,MESH:C572845,titanium dioxide,MINPP1,"Thyroid cancer, follicular","Thyroid cancer, follicular",1,correct,9,11
google/gemma-4-26B-A4B-it,GeneID,1,10,39,D004280,3953,MESH:D006973,Dobutamine,LEPR,Hypertension,Hypertension,1,correct,0,11
google/gemma-4-26B-A4B-it,GeneID,1,10,40,C093875,213,MESH:D008103,montelukast,ALB,Liver Cirrhosis,Liver Cirrhosis,1,correct,10,11
google/gemma-4-26B-A4B-it,GeneID,1,10,41,D006418,3458,MESH:D006333,Heme,IFNG,Heart Failure,Heart Failure,1,correct,8,11
google/gemma-4-26B-A4B-it,GeneID,1,10,42,D005620,3458,MESH:D002446,Freund's Adjuvant,IFNG,Celiac Disease,Celiac Disease,1,correct,5,11
google/gemma-4-26B-A4B-it,GeneID,1,10,43,C028904,1545,MESH:D009765,isoproturon,CYP1B1,Obesity,Obesity,1,correct,9,11
google/gemma-4-26B-A4B-it,GeneID,1,10,44,C042577,999,MESH:D018270,diallyl trisulfide,CDH1,"Carcinoma, Ductal, Breast","Carcinoma, Ductal, Breast",1,correct,4,11
google/gemma-4-26B-A4B-it,GeneID,1,10,45,C109984,6934,MESH:D003110,indium tin oxide,TCF7L2,Colonic Neoplasms,Colonic Neoplasms,1,correct,6,11
google/gemma-4-26B-A4B-it,GeneID,1,10,46,C003898,4055,MESH:D064420,2-anisidine,LTBR,Drug-Related Side Effects and Adverse Reactions,Drug-Related Side Effects and Adverse Reactions,1,correct,10,11
